batch_size	correct	epoch	grad_target_layer	grad_target_layer_alpha	loss	lr	n_samples
510.204	0.99652	85	0.0388774	89.019	0.0118907	0.00024	50000
510.204	0.9975	86	0.0336898	88.1919	0.00907031	0.00024	50000
510.204	0.99788	87	0.0308197	88.2872	0.00820751	0.00024	50000
510.204	0.99802	88	0.029197	89.3378	0.00735329	0.00024	50000
510.204	0.99826	89	0.029524	88.6357	0.00684845	8e-05	50000
510.204	0.99838	90	0.0257672	88.375	0.00618027	8e-05	50000
510.204	0.9987	91	0.0244154	91.2247	0.00566858	8e-05	50000
510.204	0.9986	92	0.0252242	90.2341	0.00568582	8e-05	50000
510.204	0.99866	93	0.024616	91.451	0.00521829	2.4e-05	50000
510.204	0.99884	94	0.0235589	86.4345	0.00520053	2.4e-05	50000
510.204	0.9986	95	0.0278955	91.2603	0.00569833	2.4e-05	50000
510.204	0.9987	96	0.0244943	88.8439	0.00530163	2.4e-05	50000
510.204	0.99854	97	0.0259735	91.1056	0.00556061	8e-06	50000
510.204	0.99912	98	0.0228136	91.4598	0.00459007	8e-06	50000
510.204	0.99848	99	0.0265261	90.8905	0.00544805	8e-06	50000
510.204	0.9987	100	0.0253755	91.0632	0.00537785	8e-06	50000
