batch_size	correct	epoch	grad_target_layer	grad_target_layer_alpha	loss	lr	n_samples
510.204	0.92108	56	0.0744002	87.6442	0.230831	0.008	50000
510.204	0.92282	57	0.0765551	88.9772	0.222457	0.008	50000
510.204	0.92344	58	0.0755423	88.0407	0.223283	0.008	50000
510.204	0.92316	59	0.0773149	87.4524	0.222613	0.008	50000
510.204	0.92324	60	0.0732894	88.4042	0.223009	0.008	50000
510.204	0.9568	61	0.054931	87.5301	0.127979	0.0024	50000
510.204	0.96848	62	0.0514909	84.8576	0.0932906	0.0024	50000
510.204	0.97232	63	0.0533896	88.4152	0.0801654	0.0024	50000
510.204	0.97504	64	0.0543111	87.1263	0.0741217	0.0024	50000
510.204	0.97786	65	0.0556482	88.3149	0.0674139	0.0024	50000
510.204	0.9786	66	0.0536075	87.1488	0.0638337	0.0024	50000
510.204	0.9799	67	0.0585402	86.9413	0.0589843	0.0024	50000
510.204	0.98172	68	0.056681	87.5528	0.0555937	0.0024	50000
510.204	0.98218	69	0.0581356	86.7806	0.0536584	0.0024	50000
510.204	0.98232	70	0.0570976	90.6024	0.0521565	0.0024	50000
510.204	0.98412	71	0.0606245	87.5099	0.0479181	0.0024	50000
510.204	0.98348	72	0.0566498	88.1112	0.0489312	0.0024	50000
510.204	0.98252	73	0.0601377	87.2073	0.0515076	0.0024	50000
510.204	0.98384	74	0.0632078	88.6196	0.0484123	0.0024	50000
510.204	0.98386	75	0.0619428	87.4495	0.0480582	0.0024	50000
510.204	0.98452	76	0.0620844	86.8145	0.0448405	0.0024	50000
510.204	0.98534	77	0.0668584	88.0115	0.0456185	0.0024	50000
510.204	0.98692	78	0.0619781	90.0107	0.0408655	0.0024	50000
510.204	0.98504	79	0.0675403	90.1889	0.0443566	0.0024	50000
510.204	0.9853	80	0.0694782	83.8706	0.0426249	0.0024	50000
510.204	0.99202	81	0.0481202	88.7384	0.0244636	0.0008	50000
510.204	0.9946	82	0.0415732	88.2288	0.0176477	0.0008	50000
510.204	0.9957	83	0.0395076	87.4479	0.015214	0.0008	50000
510.204	0.99578	84	0.0394364	89.0527	0.0150944	0.0008	50000
510.204	0.9969	85	0.0329837	88.5753	0.0109278	0.00024	50000
510.204	0.99778	86	0.0274593	88.0359	0.00787351	0.00024	50000
510.204	0.99792	87	0.029125	88.6774	0.00847083	0.00024	50000
510.204	0.99812	88	0.0277318	88.6041	0.00757423	0.00024	50000
510.204	0.99836	89	0.0274752	89.9219	0.00675685	8e-05	50000
510.204	0.9987	90	0.02297	88.7547	0.00588443	8e-05	50000
510.204	0.99856	91	0.024271	89.7904	0.00552043	8e-05	50000
510.204	0.99856	92	0.0239689	87.2774	0.00572859	8e-05	50000
510.204	0.99884	93	0.0237875	89.4016	0.00554412	2.4e-05	50000
510.204	0.99878	94	0.023448	91.3783	0.00562581	2.4e-05	50000
510.204	0.99864	95	0.0240111	91.6191	0.00570575	2.4e-05	50000
510.204	0.99882	96	0.0222705	88.9915	0.00527267	2.4e-05	50000
510.204	0.99868	97	0.0227794	92.5663	0.00506161	8e-06	50000
510.204	0.99898	98	0.0221007	90.3401	0.00515778	8e-06	50000
510.204	0.99882	99	0.0229686	89.656	0.00527201	8e-06	50000
510.204	0.99888	100	0.0226602	90.1883	0.00478774	8e-06	50000
